YEAR,STATE,EVTYPE,COUNT,FATALITIES
1997,south dakota,FOG,1,1
1997,tennessee,LIGHTNING,14,0
1997,tennessee,FLOOD,45,3
1997,tennessee,WIND,2,0
1997,tennessee,DUST STORM / DEVIL,1,0
1997,texas,DROUGHT,6,0
1997,texas,ICE / SNOW / FROST,45,4
1997,texas,BLIZZARD / WINTER STORM,9,3
1997,texas,WINTER WEATHER,3,0
1997,texas,COLD AND WINDCHILL,4,1
1997,texas,HAIL,1320,0
1997,texas,TORNADO,222,29
1997,texas,THUNDERSTORM / THUNDERSTORM WIND,1049,2
1997,texas,LIGHTNING,41,3
1997,texas,FLASH FLOOD,744,11
1997,texas,FLOOD,86,10
1997,texas,RAIN OR WET,12,2
1997,texas,WIND,11,0
1997,texas,FOG,1,0
1997,texas,COASTAL FLOOD OR EROSION / TIDE,1,0
1997,texas,HEAT,1,2
1997,west virginia,THUNDERSTORM / THUNDERSTORM WIND,131,1
1997,west virginia,HAIL,31,0
1997,west virginia,RAIN OR WET,12,1
1997,west virginia,LIGHTNING,10,1
1997,west virginia,FLASH FLOOD,85,2
1997,west virginia,WIND,6,0
1997,utah,ICE / SNOW / FROST,23,0
1997,utah,FLASH FLOOD,19,1
1997,utah,WIND,11,0
1997,utah,BLIZZARD / WINTER STORM,11,8
1997,utah,TORNADO,6,0
1997,utah,THUNDERSTORM / THUNDERSTORM WIND,15,2
1997,utah,FLOOD,13,0
1997,utah,LIGHTNING,5,1
1997,utah,HAIL,24,0
1997,utah,RAIN OR WET,5,0
1997,utah,WILDFIRE,1,1
1997,vermont,BLIZZARD / WINTER STORM,21,0
1997,vermont,ICE / SNOW / FROST,27,2
1997,vermont,COLD AND WINDCHILL,2,0
1997,vermont,WIND,11,0
1997,vermont,THUNDERSTORM / THUNDERSTORM WIND,35,0
1997,vermont,HAIL,10,0
1997,vermont,LIGHTNING,2,0
1997,vermont,FLASH FLOOD,7,0
1997,vermont,RAIN OR WET,2,0
1997,virginia,HEAT,4,0
1997,virginia,THUNDERSTORM / THUNDERSTORM WIND,166,0
1997,virginia,ICE / SNOW / FROST,18,0
1997,virginia,WINTER WEATHER,4,0
1997,virginia,BLIZZARD / WINTER STORM,6,0
1997,virginia,COLD AND WINDCHILL,14,0
1997,virginia,FOG,1,0
1997,virginia,FLOOD,17,0
1997,virginia,FLASH FLOOD,32,0
1997,virginia,WIND,8,1
1997,virginia,HAIL,86,0
1997,virginia,COASTAL FLOOD OR EROSION / TIDE,3,0
1997,virginia,LIGHTNING,28,1
1997,virginia,TORNADO,19,0
1997,virginia,DROUGHT,2,0
1997,virginia,RAIN OR WET,2,0
1997,washington,FLOOD,17,1
1997,washington,WIND,23,13
1997,washington,LANDSLIDE / MUDSLIDE / ROCK SLIDE,4,4
1997,washington,LIGHTNING,14,0
1997,washington,AVALANCHE,3,4
1997,washington,ICE / SNOW / FROST,6,1
1997,washington,MARINE WIND / SWELL / SURF,1,3
1997,washington,RAIN OR WET,7,0
1997,washington,THUNDERSTORM / THUNDERSTORM WIND,42,0
1997,washington,HAIL,26,0
1997,washington,TORNADO,21,0
1997,washington,WILDFIRE,3,0
1997,washington,FOG,1,0
1997,west virginia,HEAT,4,0
1997,west virginia,ICE / SNOW / FROST,29,0
1997,west virginia,BLIZZARD / WINTER STORM,4,0
1997,west virginia,WINTER WEATHER,3,0
1997,west virginia,COLD AND WINDCHILL,8,0
1997,west virginia,DROUGHT,2,0
1997,west virginia,FLOOD,13,3
1997,west virginia,TORNADO,1,0
1997,wisconsin,WIND,32,2
1997,wisconsin,BLIZZARD / WINTER STORM,5,0
1997,wisconsin,ICE / SNOW / FROST,37,0
1997,wisconsin,THUNDERSTORM / THUNDERSTORM WIND,374,1
1997,wisconsin,HAIL,121,0
1997,wisconsin,LIGHTNING,73,3
1997,wisconsin,FOG,4,0
1997,wisconsin,TORNADO,27,0
1997,wisconsin,RAIN OR WET,5,0
1997,wyoming,HAIL,66,0
1997,wyoming,THUNDERSTORM / THUNDERSTORM WIND,21,0
1997,wyoming,WILDFIRE,1,0
1997,wyoming,WIND,21,0
1998,alabama,HAIL,438,0
1998,alabama,THUNDERSTORM / THUNDERSTORM WIND,266,1
1997,wisconsin,COLD AND WINDCHILL,7,2
1997,wisconsin,FLOOD,25,0
1997,wisconsin,FLASH FLOOD,12,0
1997,wisconsin,HEAT,3,1
1997,wyoming,BLIZZARD / WINTER STORM,17,2
1997,wyoming,COLD AND WINDCHILL,2,0
1997,wyoming,ICE / SNOW / FROST,24,1
1997,wyoming,FLASH FLOOD,11,0
1997,wyoming,TORNADO,52,0
1997,wyoming,FLOOD,4,0
1997,wyoming,LIGHTNING,6,0
1997,wyoming,FOG,4,0
1998,alabama,FLASH FLOOD,77,7
1998,alabama,LIGHTNING,17,1
1998,alabama,BLIZZARD / WINTER STORM,1,0
1998,alabama,FLOOD,23,0
1998,alabama,WIND,8,2
1998,alabama,TORNADO,64,34
1998,alabama,MARINE WIND / SWELL / SURF,1,1
1998,alaska,WIND,138,0
1998,alaska,COLD AND WINDCHILL,13,0
1998,alaska,AVALANCHE,1,0
1998,alaska,BLIZZARD / WINTER STORM,20,0
1998,arkansas,HAIL,443,0
1998,arkansas,LIGHTNING,25,1
1998,arkansas,THUNDERSTORM / THUNDERSTORM WIND,507,0
1998,arkansas,COLD AND WINDCHILL,2,2
1998,arkansas,FLASH FLOOD,56,2
1998,arkansas,WIND,5,0
1998,arkansas,FLOOD,8,0
1998,alabama,HEAT,27,2
1998,alabama,DROUGHT,2,0
1998,alabama,RAIN OR WET,1,0
1998,alabama,TROPICAL STORM / HURRICANE / TYPHOON,3,1
1998,alabama,COLD AND WINDCHILL,2,0
1998,alabama,ICE / SNOW / FROST,2,1
1998,alaska,ICE / SNOW / FROST,18,0
1998,alaska,FLOOD,9,0
1998,alaska,FLASH FLOOD,3,0
1998,alaska,RAIN OR WET,4,0
1998,alaska,SURGE,3,0
1998,arizona,ICE / SNOW / FROST,20,0
1998,arizona,FOG,6,0
1998,arizona,WIND,11,2
1998,arizona,BLIZZARD / WINTER STORM,3,0
1998,arizona,FLOOD,29,0
1998,arizona,TORNADO,24,0
1998,arizona,HAIL,36,0
1998,arizona,THUNDERSTORM / THUNDERSTORM WIND,74,0
1998,arizona,FLASH FLOOD,42,4
1998,arizona,DUST STORM / DEVIL,1,0
1998,arizona,RAIN OR WET,3,0
1998,arizona,LIGHTNING,3,1
1998,arkansas,TORNADO,42,2
1998,arkansas,HEAT,6,2
1998,california,FLOOD,151,17
1998,california,WIND,73,1
1998,california,FLASH FLOOD,63,0
1998,california,ICE / SNOW / FROST,113,3
1998,california,TORNADO,88,0
1998,california,HAIL,25,0
1998,california,BLIZZARD / WINTER STORM,29,0
1998,california,THUNDERSTORM / THUNDERSTORM WIND,62,2
1998,california,RAIN OR WET,84,4
1998,california,WILDFIRE,15,0
1998,california,HEAT,4,3
1998,california,LIGHTNING,15,0
1998,california,COLD AND WINDCHILL,9,4
1998,colorado,TORNADO,55,0
1998,colorado,THUNDERSTORM / THUNDERSTORM WIND,67,0
1998,colorado,WIND,31,0
1998,colorado,HAIL,371,0
1998,colorado,ICE / SNOW / FROST,45,2
1998,arkansas,ICE / SNOW / FROST,5,1
1998,california,FOG,17,6
1998,california,MARINE WIND / SWELL / SURF,16,3
1998,california,AVALANCHE,1,0
1998,california,COASTAL FLOOD OR EROSION / TIDE,3,0
1998,california,LANDSLIDE / MUDSLIDE / ROCK SLIDE,1,0
1998,california,DUST STORM / DEVIL,5,0
1998,california,SURGE,4,0
1998,colorado,BLIZZARD / WINTER STORM,33,0
1998,colorado,AVALANCHE,5,2
1998,colorado,FOG,3,0
1998,colorado,FLOOD,10,0
1998,colorado,RAIN OR WET,13,0
1998,colorado,LIGHTNING,28,3
1998,colorado,FLASH FLOOD,42,0
1998,colorado,WILDFIRE,7,0
1998,colorado,COLD AND WINDCHILL,2,3
1998,delaware,LIGHTNING,5,0
1998,delaware,RAIN OR WET,16,0
1998,delaware,COASTAL FLOOD OR EROSION / TIDE,6,0
1998,delaware,THUNDERSTORM / THUNDERSTORM WIND,19,0
1998,florida,HAIL,256,0
1998,florida,THUNDERSTORM / THUNDERSTORM WIND,473,3
1998,florida,TORNADO,292,42
1998,florida,WIND,10,3
1998,connecticut,HEAT,8,0
1998,connecticut,FLOOD,31,0
1998,connecticut,BLIZZARD / WINTER STORM,2,0
1998,connecticut,ICE / SNOW / FROST,4,0
1998,connecticut,RAIN OR WET,16,0
1998,connecticut,WIND,9,1
1998,connecticut,WINTER WEATHER,1,0
1998,connecticut,LIGHTNING,17,0
1998,connecticut,HAIL,14,0
1998,connecticut,THUNDERSTORM / THUNDERSTORM WIND,36,0
1998,connecticut,TORNADO,4,0
1998,connecticut,FLASH FLOOD,4,0
1998,delaware,HEAT,13,1
1998,delaware,WIND,9,0
1998,delaware,FLOOD,4,0
1998,delaware,TORNADO,5,0
1998,delaware,HAIL,1,0
1998,delaware,DROUGHT,5,0
1998,delaware,FLASH FLOOD,1,0
1998,delaware,MARINE WIND / SWELL / SURF,1,1
1998,delaware,ICE / SNOW / FROST,1,0
1998,delaware,BLIZZARD / WINTER STORM,1,0
1998,delaware,WINTER WEATHER,1,0
1998,florida,FLOOD,200,0
1998,florida,SURGE,6,0
1998,florida,FLASH FLOOD,6,0
1998,florida,WILDFIRE,33,0
1998,florida,LIGHTNING,75,8
1998,florida,COASTAL FLOOD OR EROSION / TIDE,1,0
1998,florida,MARINE WIND / SWELL / SURF,19,11
1998,florida,HEAT,5,4
1998,florida,RAIN OR WET,5,0
1998,florida,TROPICAL STORM / HURRICANE / TYPHOON,14,4
1998,florida,FOG,16,0
1998,florida,ICE / SNOW / FROST,1,0
1998,georgia,FLOOD,51,1
1998,georgia,THUNDERSTORM / THUNDERSTORM WIND,517,0
1998,georgia,WIND,9,0
1998,georgia,HAIL,695,0
1998,georgia,TORNADO,68,19
1998,georgia,ICE / SNOW / FROST,7,0
1998,georgia,LIGHTNING,32,1
1998,georgia,FLASH FLOOD,15,0
1998,georgia,COLD AND WINDCHILL,1,0
1998,georgia,HEAT,5,0
1998,georgia,DROUGHT,3,0
1998,hawaii,MARINE WIND / SWELL / SURF,41,0
1998,hawaii,WIND,14,0
1998,hawaii,DROUGHT,12,0
1998,hawaii,TORNADO,7,0
1998,idaho,THUNDERSTORM / THUNDERSTORM WIND,58,0
1998,idaho,TORNADO,17,0
1998,idaho,FLOOD,23,0
1998,idaho,HAIL,56,0
1998,idaho,FLASH FLOOD,10,0
1998,idaho,LIGHTNING,10,0
1998,illinois,FLOOD,61,1
1998,illinois,THUNDERSTORM / THUNDERSTORM WIND,584,0
1998,illinois,HAIL,258,0
1998,illinois,LIGHTNING,4,0
1998,illinois,TORNADO,110,0
1998,georgia,TROPICAL STORM / HURRICANE / TYPHOON,1,0
1998,hawaii,FLOOD,8,0
1998,hawaii,WILDFIRE,6,0
1998,idaho,ICE / SNOW / FROST,38,0
1998,idaho,AVALANCHE,1,2
1998,idaho,COLD AND WINDCHILL,3,0
1998,idaho,BLIZZARD / WINTER STORM,4,0
1998,idaho,RAIN OR WET,3,0
1998,idaho,WILDFIRE,7,0
1998,idaho,WIND,3,0
1998,illinois,FOG,3,0
1998,illinois,ICE / SNOW / FROST,11,0
1998,illinois,BLIZZARD / WINTER STORM,11,2
1998,illinois,HEAT,9,18
1998,illinois,WIND,6,0
1998,illinois,FLASH FLOOD,55,0
1998,illinois,RAIN OR WET,1,0
1998,indiana,FOG,1,0
1998,indiana,FLOOD,136,2
1998,indiana,THUNDERSTORM / THUNDERSTORM WIND,480,3
1998,indiana,HAIL,167,0
1998,illinois,DROUGHT,1,0
1998,indiana,HEAT,2,0
1998,indiana,ICE / SNOW / FROST,6,0
1998,indiana,BLIZZARD / WINTER STORM,1,0
1998,indiana,TORNADO,44,0
1998,indiana,FLASH FLOOD,58,0
1998,indiana,LIGHTNING,13,2
1998,iowa,THUNDERSTORM / THUNDERSTORM WIND,609,1
1998,iowa,TORNADO,90,0
1998,iowa,HAIL,367,0
1998,iowa,FLOOD,136,0
1998,indiana,WIND,3,0
1998,indiana,RAIN OR WET,1,0
1998,iowa,ICE / SNOW / FROST,9,1
1998,iowa,BLIZZARD / WINTER STORM,10,0
1998,iowa,RAIN OR WET,1,0
1998,iowa,WIND,7,1
1998,iowa,LIGHTNING,11,0
1998,iowa,FLASH FLOOD,42,0
1998,kansas,ICE / SNOW / FROST,15,6
1998,kansas,WIND,15,0
1998,kansas,THUNDERSTORM / THUNDERSTORM WIND,631,0
1998,kansas,HAIL,1115,0
1998,kansas,BLIZZARD / WINTER STORM,8,1
1998,kansas,COLD AND WINDCHILL,3,0
1998,kansas,FLOOD,34,1
1998,kansas,FLASH FLOOD,65,2
1998,kansas,TORNADO,82,0
1998,kansas,WILDFIRE,1,0
1998,kansas,LIGHTNING,30,0
1998,kansas,HEAT,2,2
1998,kansas,RAIN OR WET,12,0
1998,kentucky,HAIL,227,0
1998,kentucky,TORNADO,18,3
1998,kentucky,THUNDERSTORM / THUNDERSTORM WIND,411,0
1998,kentucky,LIGHTNING,9,0
1998,kentucky,WIND,8,2
1998,kentucky,FOG,2,0
1998,kentucky,FLASH FLOOD,159,1
1998,kentucky,FLOOD,45,0
1998,kentucky,RAIN OR WET,3,0
1998,kentucky,ICE / SNOW / FROST,8,5
1998,kentucky,HEAT,6,1
1998,kentucky,BLIZZARD / WINTER STORM,3,0
1998,kentucky,COLD AND WINDCHILL,1,0
1998,kentucky,DROUGHT,1,0
1998,louisiana,FLOOD,57,1
1998,louisiana,FLASH FLOOD,22,0
1998,louisiana,THUNDERSTORM / THUNDERSTORM WIND,283,0
1998,louisiana,TORNADO,30,1
1998,louisiana,HAIL,172,0
1998,louisiana,LIGHTNING,22,3
1998,louisiana,FOG,1,0
1998,louisiana,SURGE,17,0
1998,louisiana,WIND,4,1
1998,louisiana,ICE / SNOW / FROST,2,1
1998,maine,ICE / SNOW / FROST,26,1
1998,maine,COLD AND WINDCHILL,6,0
1998,maine,FLASH FLOOD,3,0
1998,maine,LIGHTNING,15,0
1998,maine,FLOOD,30,1
1998,maine,HAIL,9,0
1998,maine,THUNDERSTORM / THUNDERSTORM WIND,19,0
1998,louisiana,COASTAL FLOOD OR EROSION / TIDE,2,0
1998,louisiana,HEAT,6,20
1998,louisiana,DROUGHT,9,0
1998,louisiana,RAIN OR WET,2,0
1998,louisiana,TROPICAL STORM / HURRICANE / TYPHOON,9,0
1998,maine,WIND,10,1
1998,maine,RAIN OR WET,1,2
1998,maine,SURGE,1,0
1998,maine,HEAT,2,0
1998,maine,TORNADO,1,0
1998,maine,COASTAL FLOOD OR EROSION / TIDE,1,0
1998,maryland,HEAT,15,2
1998,maryland,FLASH FLOOD,12,0
1998,maryland,WINTER WEATHER,5,0
1998,maryland,ICE / SNOW / FROST,10,0
1998,maryland,RAIN OR WET,34,0
1998,maryland,COASTAL FLOOD OR EROSION / TIDE,6,0
1998,maryland,BLIZZARD / WINTER STORM,5,0
1998,maryland,WIND,14,0
1998,maryland,FLOOD,18,0
1998,maryland,HAIL,49,0
1998,maryland,COLD AND WINDCHILL,1,0
1998,maryland,THUNDERSTORM / THUNDERSTORM WIND,89,0
1998,maryland,LIGHTNING,16,2
1998,maryland,FOG,2,0
1998,maryland,TORNADO,12,0
1998,maryland,DROUGHT,10,0
1998,massachusetts,HEAT,8,0
1998,massachusetts,ICE / SNOW / FROST,11,2
1998,massachusetts,FLOOD,50,0
1998,massachusetts,BLIZZARD / WINTER STORM,3,0
1998,massachusetts,RAIN OR WET,35,0
1998,massachusetts,WIND,31,1
1998,massachusetts,COASTAL FLOOD OR EROSION / TIDE,2,0
1998,massachusetts,THUNDERSTORM / THUNDERSTORM WIND,76,2
1998,massachusetts,WINTER WEATHER,1,0
1998,massachusetts,HAIL,55,0
1998,massachusetts,LIGHTNING,18,0
1998,massachusetts,TORNADO,3,0
1998,massachusetts,FLASH FLOOD,2,0
1998,michigan,RAIN OR WET,2,0
1998,michigan,BLIZZARD / WINTER STORM,10,0
1998,michigan,ICE / SNOW / FROST,30,0
1998,michigan,FLOOD,29,0
1998,michigan,COLD AND WINDCHILL,3,1
1998,michigan,WIND,8,1
1998,michigan,HAIL,209,0
1998,michigan,TORNADO,37,0
1998,michigan,THUNDERSTORM / THUNDERSTORM WIND,521,8
1998,michigan,LIGHTNING,30,2
1998,michigan,FLASH FLOOD,8,0
1998,michigan,MARINE WIND / SWELL / SURF,1,0
1998,minnesota,THUNDERSTORM / THUNDERSTORM WIND,514,0
1998,minnesota,HAIL,535,0
1998,minnesota,LIGHTNING,18,2
1998,minnesota,TORNADO,78,3
1998,minnesota,ICE / SNOW / FROST,14,0
1998,minnesota,BLIZZARD / WINTER STORM,8,0
1998,minnesota,WIND,5,0
1998,minnesota,FLASH FLOOD,29,2
1998,minnesota,FLOOD,8,0
1998,mississippi,THUNDERSTORM / THUNDERSTORM WIND,358,3
1998,mississippi,HAIL,263,0
1998,mississippi,TORNADO,16,0
1998,minnesota,RAIN OR WET,1,0
1998,mississippi,FLASH FLOOD,45,0
1998,mississippi,FLOOD,12,0
1998,mississippi,BLIZZARD / WINTER STORM,1,0
1998,mississippi,WIND,6,0
1998,mississippi,SURGE,3,0
1998,mississippi,LIGHTNING,17,1
1998,missouri,FLOOD,105,1
1998,missouri,FLASH FLOOD,174,12
1998,missouri,HAIL,509,0
1998,missouri,THUNDERSTORM / THUNDERSTORM WIND,443,0
1998,mississippi,TROPICAL STORM / HURRICANE / TYPHOON,4,0
1998,mississippi,ICE / SNOW / FROST,2,0
1998,missouri,ICE / SNOW / FROST,5,0
1998,missouri,FOG,2,0
1998,missouri,BLIZZARD / WINTER STORM,6,0
1998,missouri,HEAT,9,5
1998,missouri,RAIN OR WET,3,0
1998,missouri,WIND,4,0
1998,missouri,TORNADO,26,0
1998,missouri,LIGHTNING,6,0
1998,montana,ICE / SNOW / FROST,56,0
1998,montana,BLIZZARD / WINTER STORM,10,1
1998,montana,THUNDERSTORM / THUNDERSTORM WIND,112,1
1998,montana,HAIL,230,0
1998,missouri,DROUGHT,1,0
1998,montana,COLD AND WINDCHILL,2,0
1998,montana,AVALANCHE,2,2
1998,montana,WIND,45,0
1998,montana,TORNADO,20,0
1998,montana,RAIN OR WET,12,0
1998,montana,FLOOD,6,0
1998,montana,FLASH FLOOD,25,0
1998,montana,LIGHTNING,5,2
1998,nebraska,HAIL,716,0
1998,nebraska,THUNDERSTORM / THUNDERSTORM WIND,294,0
1998,nebraska,FLASH FLOOD,26,0
1998,nebraska,TORNADO,93,0
1998,montana,WILDFIRE,5,0
1998,nebraska,COLD AND WINDCHILL,4,0
1998,nebraska,ICE / SNOW / FROST,8,2
1998,nebraska,BLIZZARD / WINTER STORM,12,0
1998,nebraska,FLOOD,16,0
1998,nebraska,WIND,5,0
1998,nebraska,LIGHTNING,18,1
1998,nebraska,RAIN OR WET,3,0
1998,nebraska,WILDFIRE,2,0
1998,new jersey,MARINE WIND / SWELL / SURF,7,1
1998,new jersey,FLOOD,28,0
1998,new jersey,THUNDERSTORM / THUNDERSTORM WIND,92,1
1998,new mexico,THUNDERSTORM / THUNDERSTORM WIND,36,0
1998,new mexico,FLASH FLOOD,16,0
1998,new mexico,LIGHTNING,3,0
1998,new mexico,HAIL,95,1
1998,new mexico,TORNADO,16,0
1998,new york,THUNDERSTORM / THUNDERSTORM WIND,489,9
1998,new york,HAIL,128,0
1998,new york,TORNADO,26,0
1998,nevada,WIND,58,0
1998,nevada,ICE / SNOW / FROST,51,0
1998,nevada,BLIZZARD / WINTER STORM,2,1
1998,nevada,FLOOD,4,0
1998,nevada,AVALANCHE,1,0
1998,nevada,HAIL,17,0
1998,nevada,THUNDERSTORM / THUNDERSTORM WIND,35,0
1998,nevada,TORNADO,10,0
1998,nevada,LIGHTNING,6,0
1998,nevada,FLASH FLOOD,29,1
1998,nevada,RAIN OR WET,4,0
1998,nevada,WILDFIRE,2,0
1998,nevada,COLD AND WINDCHILL,1,0
1998,new hampshire,ICE / SNOW / FROST,24,0
1998,new hampshire,COLD AND WINDCHILL,5,0
1998,new hampshire,WIND,14,0
1998,new hampshire,SURGE,1,0
1998,new hampshire,FLOOD,24,1
1998,new hampshire,RAIN OR WET,1,0
1998,new hampshire,HEAT,2,0
1998,new hampshire,HAIL,8,0
1998,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,49,0
1998,new hampshire,TORNADO,1,0
1998,new hampshire,LIGHTNING,16,0
1998,new jersey,HEAT,13,0
1998,new jersey,RAIN OR WET,95,0
1998,new jersey,ICE / SNOW / FROST,7,0
1998,new jersey,WINTER WEATHER,4,0
1998,new jersey,BLIZZARD / WINTER STORM,5,0
1998,new jersey,WIND,15,0
1998,new jersey,COASTAL FLOOD OR EROSION / TIDE,13,0
1998,new jersey,HAIL,28,0
1998,new jersey,LIGHTNING,26,1
1998,new jersey,TORNADO,5,0
1998,new jersey,FLASH FLOOD,8,0
1998,new jersey,DROUGHT,5,0
1998,new jersey,WILDFIRE,1,0
1998,new mexico,WIND,12,0
1998,new mexico,ICE / SNOW / FROST,12,0
1998,new mexico,DROUGHT,10,0
1998,new mexico,DUST STORM / DEVIL,3,0
1998,new mexico,HEAT,2,1
1998,new mexico,RAIN OR WET,3,0
1998,new mexico,FLOOD,1,0
1998,new york,RAIN OR WET,24,0
1998,new york,FLOOD,84,2
1998,new york,ICE / SNOW / FROST,28,1
1998,new york,FLASH FLOOD,122,1
1998,new york,WIND,19,1
1998,new york,FOG,1,0
1998,new york,BLIZZARD / WINTER STORM,8,0
1998,new york,COASTAL FLOOD OR EROSION / TIDE,3,0
1998,new york,LIGHTNING,36,1
1998,new york,HEAT,4,0
1998,north carolina,RAIN OR WET,78,0
1998,north carolina,FLOOD,69,0
1998,north carolina,FLASH FLOOD,99,0
1998,north carolina,ICE / SNOW / FROST,35,0
1998,north carolina,HAIL,545,0
1998,north carolina,THUNDERSTORM / THUNDERSTORM WIND,379,0
1998,north carolina,TORNADO,84,2
1998,north carolina,WILDFIRE,1,0
1998,new york,MARINE WIND / SWELL / SURF,1,1
1998,new york,DROUGHT,1,0
1998,new york,WINTER WEATHER,1,0
1998,new york,COLD AND WINDCHILL,1,0
1998,north carolina,WIND,17,0
1998,north carolina,LIGHTNING,32,2
1998,north carolina,BLIZZARD / WINTER STORM,4,6
1998,north carolina,SURGE,3,0
1998,north carolina,LANDSLIDE / MUDSLIDE / ROCK SLIDE,1,0
1998,north carolina,COLD AND WINDCHILL,1,0
1998,north carolina,HEAT,2,2
1998,north carolina,DROUGHT,5,0
1998,north dakota,ICE / SNOW / FROST,5,0
1998,north dakota,HAIL,222,0
1998,north dakota,TORNADO,39,0
1998,north dakota,THUNDERSTORM / THUNDERSTORM WIND,41,0
1998,north dakota,FLOOD,12,0
1998,north dakota,FLASH FLOOD,7,0
1998,north dakota,LIGHTNING,10,0
1998,north dakota,BLIZZARD / WINTER STORM,7,0
1998,ohio,FLOOD,246,2
1998,north carolina,TROPICAL STORM / HURRICANE / TYPHOON,6,1
1998,north carolina,FOG,3,0
1998,north dakota,COLD AND WINDCHILL,1,0
1998,north dakota,RAIN OR WET,1,0
1998,north dakota,WIND,1,0
1998,ohio,FLASH FLOOD,77,7
1998,ohio,HAIL,408,0
1998,ohio,THUNDERSTORM / THUNDERSTORM WIND,747,1
1998,ohio,ICE / SNOW / FROST,20,0
1998,ohio,BLIZZARD / WINTER STORM,2,0
1998,ohio,SURGE,15,0
1998,ohio,TORNADO,37,1
1998,ohio,LIGHTNING,29,1
1998,ohio,COLD AND WINDCHILL,1,0
1998,ohio,WIND,13,1
1998,ohio,HEAT,3,0
1998,ohio,RAIN OR WET,4,0
1998,oklahoma,THUNDERSTORM / THUNDERSTORM WIND,723,2
1998,oklahoma,HAIL,794,0
1998,pennsylvania,THUNDERSTORM / THUNDERSTORM WIND,597,1
1998,pennsylvania,TORNADO,68,3
1998,pennsylvania,HAIL,165,0
1998,pennsylvania,LIGHTNING,47,1
1998,ohio,MARINE WIND / SWELL / SURF,4,0
1998,oklahoma,ICE / SNOW / FROST,12,0
1998,oklahoma,LIGHTNING,50,1
1998,oklahoma,FLASH FLOOD,78,1
1998,oklahoma,FLOOD,50,1
1998,oklahoma,BLIZZARD / WINTER STORM,2,0
1998,oklahoma,RAIN OR WET,5,0
1998,oklahoma,WIND,6,0
1998,oklahoma,TORNADO,112,0
1998,oklahoma,COLD AND WINDCHILL,2,0
1998,oklahoma,FOG,1,0
1998,oklahoma,HEAT,33,24
1998,oklahoma,DROUGHT,1,0
1998,oregon,WIND,51,0
1998,oregon,BLIZZARD / WINTER STORM,14,6
1998,oregon,RAIN OR WET,25,0
1998,oregon,ICE / SNOW / FROST,54,1
1998,oregon,TORNADO,5,0
1998,oregon,FOG,1,0
1998,oregon,AVALANCHE,2,0
1998,oregon,THUNDERSTORM / THUNDERSTORM WIND,14,0
1998,oregon,FLOOD,22,2
1998,oregon,SURGE,1,0
1998,oregon,HAIL,26,0
1998,oregon,LIGHTNING,8,0
1998,oregon,FLASH FLOOD,10,0
1998,oregon,WILDFIRE,13,0
1998,oregon,HEAT,1,1
1998,oregon,COLD AND WINDCHILL,2,0
1998,pennsylvania,HEAT,14,15
1998,pennsylvania,FLASH FLOOD,102,0
1998,pennsylvania,FLOOD,28,0
1998,pennsylvania,WIND,18,0
1998,pennsylvania,ICE / SNOW / FROST,33,0
1998,pennsylvania,RAIN OR WET,43,0
1998,pennsylvania,WINTER WEATHER,6,0
1998,pennsylvania,BLIZZARD / WINTER STORM,5,0
1998,pennsylvania,COASTAL FLOOD OR EROSION / TIDE,1,0
1998,south carolina,HAIL,264,0
1998,south carolina,TORNADO,52,3
1998,south carolina,FLOOD,31,0
1998,south carolina,THUNDERSTORM / THUNDERSTORM WIND,374,1
1998,south dakota,HAIL,222,0
1998,south dakota,THUNDERSTORM / THUNDERSTORM WIND,127,0
1998,south dakota,LIGHTNING,14,0
1998,tennessee,HAIL,345,0
1998,tennessee,THUNDERSTORM / THUNDERSTORM WIND,490,0
1998,tennessee,LIGHTNING,12,1
1998,pennsylvania,DROUGHT,7,0
1998,pennsylvania,FOG,1,0
1998,rhode island,HEAT,7,0
1998,rhode island,FLOOD,17,0
1998,rhode island,WIND,13,0
1998,rhode island,RAIN OR WET,16,0
1998,rhode island,LIGHTNING,2,0
1998,rhode island,FLASH FLOOD,1,0
1998,rhode island,HAIL,6,0
1998,rhode island,THUNDERSTORM / THUNDERSTORM WIND,3,0
1998,south carolina,FLASH FLOOD,23,1
1998,south carolina,WIND,13,0
1998,south carolina,ICE / SNOW / FROST,6,0
1998,south carolina,SURGE,1,0
1998,south carolina,COLD AND WINDCHILL,1,1
1998,south carolina,LIGHTNING,22,2
1998,south carolina,HEAT,2,3
1998,south carolina,DROUGHT,2,0
1998,south carolina,TROPICAL STORM / HURRICANE / TYPHOON,2,0
1998,south carolina,RAIN OR WET,1,0
1998,south carolina,FOG,3,0
1998,south dakota,ICE / SNOW / FROST,8,0
1998,south dakota,BLIZZARD / WINTER STORM,9,0
1998,south dakota,WIND,8,0
1998,south dakota,FLOOD,14,0
1998,south dakota,TORNADO,33,6
1998,south dakota,FLASH FLOOD,6,0
1998,south dakota,RAIN OR WET,3,0
1998,tennessee,ICE / SNOW / FROST,4,0
1998,tennessee,FLASH FLOOD,113,2
1998,tennessee,FLOOD,70,8
1998,tennessee,TORNADO,44,7
1998,tennessee,BLIZZARD / WINTER STORM,4,1
1998,tennessee,WIND,1,0
1998,texas,FLASH FLOOD,546,17
1998,texas,LIGHTNING,33,2
1998,texas,HAIL,1235,0
1998,texas,RAIN OR WET,3,0
1998,texas,TORNADO,134,2
